kepid,kepler_name,period,t0,duration_hrs,disposition,depth_ppm,duration_days
8826878,Kepler-727 b,5.15448142,171.6389,3.228,CONFIRMED,697.5,0.1345
5897826,Kepler-469 b,33.80364366,202.259731,11.4813,FALSE POSITIVE,13494.4,0.47838749999999997
8883593,Kepler-728 b,5.743469797,174.898924,3.4412,CONFIRMED,1240.2,0.14338333333333333
8951215,,39.4759093,173.31207,2.968,CANDIDATE,1012.6,0.12366666666666666
9016295,,19.974485239,171.6300909,4.23479,FALSE POSITIVE,40293.1,0.17644958333333335
9077124,Kepler-729 b,3.166353562,170.966145,3.3129,CONFIRMED,1473.4,0.1380375
9097120,,23.899634407,188.982797,3.81881,FALSE POSITIVE,20953.1,0.15911708333333333
9466668,Kepler-256 c,3.388012244,170.5336,2.6849,CONFIRMED,280.1,0.11187083333333332
9466668,Kepler-256 d,5.83909761,132.09261,3.1915,CONFIRMED,273.6,0.13297916666666668
9466668,Kepler-256 b,1.620467654,132.06388,2.1888,CONFIRMED,159.6,0.0912
9466668,Kepler-256 e,10.6816951,131.55082,3.605,CONFIRMED,307.8,0.15020833333333333
9479273,Kepler-734 b,6.104849417,169.573477,4.6912,CONFIRMED,2090.3,0.19546666666666668
8359498,Kepler-77 b,3.578780566,134.0304187,2.91089,CONFIRMED,11382.2,0.12128708333333334
9171801,,3.187067566,171.64976,3.119,FALSE POSITIVE,1037.4,0.12995833333333334
9334289,Kepler-254 b,5.826657508,173.011411,2.9183,CONFIRMED,1539.1,0.12159583333333333
9334289,Kepler-254 c,12.41216347,142.54039,3.739,CONFIRMED,611.3,0.15579166666666666
9334289,Kepler-254 d,18.74649011,147.13074,3.895,CONFIRMED,796.8,0.16229166666666667
9347899,Kepler-31 b,20.86021229,180.017757,5.1937,CONFIRMED,1910.5,0.21640416666666665
9347899,Kepler-31 c,42.63427848,141.16954,6.1998,CONFIRMED,1719.3,0.25832499999999997
9347899,Kepler-31 d,87.6476068,134.94222,8.871,CONFIRMED,1009.6,0.36962500000000004
9347899,,9.61731426,142.47479,3.8692,CANDIDATE,234.0,0.16121666666666667
9388479,Kepler-732 b,9.467821474,178.415842,2.4327,CONFIRMED,2237.0,0.10136250000000001
9388479,Kepler-732 c,0.893040969,134.540342,1.0981,CONFIRMED,741.7,0.04575416666666667
11359879,Kepler-15 b,4.942783419,136.3294353,3.25346,CONFIRMED,11144.7,0.13556083333333332
9406990,Kepler-733 b,20.83426731,176.58569,4.0454,CONFIRMED,988.4,0.16855833333333334
9415172,Kepler-255 c,9.94602357,171.70192,3.3862,CONFIRMED,994.5,0.14109166666666667
9415172,Kepler-255 d,1.04562195,133.91912,1.8955,CONFIRMED,213.0,0.07897916666666667
9415172,Kepler-255 b,5.71462396,132.63866,2.336,CONFIRMED,297.8,0.09733333333333333
9904059,,102.9641952,158.07473,15.735,FALSE POSITIVE,1896.7,0.655625
3231341,Kepler-24 b,8.14515981,140.56811,5.073,CONFIRMED,446.8,0.211375
3231341,Kepler-24 e,18.9985279,144.74157,4.529,CONFIRMED,430.7,0.18870833333333334
3231341,Kepler-24 d,4.24439049,137.06643,3.282,CONFIRMED,174.0,0.13675
2860866,,90.1240507,356.23415,11.649,CANDIDATE,3020.3,0.48537499999999995
7626506,Kepler-112 c,28.5742692,143.8315,4.9427,CONFIRMED,824.9,0.20594583333333336
10460629,,856.672115,228.44988,23.144,CANDIDATE,858.1,0.9643333333333333
10319385,,0.689210173,133.28584,1.6169,CANDIDATE,195.0,0.06737083333333334
10482160,Kepler-1739 b,7.34373964,137.29874,1.1784,CONFIRMED,574.4,0.0491
10485069,,0.445277068,133.52312,3.539,FALSE POSITIVE,186.7,0.14745833333333333
3233043,,0.379463865,170.2480164,0.86896,FALSE POSITIVE,1973.3,0.036206666666666665
6579806,,9.88047978,173.608672,2.78458,FALSE POSITIVE,18541.0,0.11602416666666666
3560301,,4.6484156,261.09395,38.1939,FALSE POSITIVE,128.4,1.5914125
4044005,,17.512014768,174.282592,1.8248,FALSE POSITIVE,4511.7,0.07603333333333333
11502218,,3.9886021,171.01852,1.7376,CANDIDATE,673.5,0.0724
11180361,,0.533059312,171.2274419,1.8621,CANDIDATE,1495.8,0.0775875
5802246,,0.525154153,133.744359,2.1441,FALSE POSITIVE,747.5,0.0893375
6066403,,1.303861044,134.212059,4.0541,FALSE POSITIVE,598.2,0.16892083333333333
6209637,,0.73452496,133.43108,6.7,FALSE POSITIVE,,0.2791666666666667
5988031,,2.55549176,134.50078,9.083,FALSE POSITIVE,113.8,0.37845833333333334
7684873,,2.947376671,171.522978,2.0911,FALSE POSITIVE,433.2,0.08712916666666666
8559644,Kepler-111 c,224.7789355,142.095338,11.1899,CONFIRMED,3487.5,0.4662458333333333
2851100,,0.890110752,133.2647,0.8774,FALSE POSITIVE,321.5,0.03655833333333333
3130300,,5.76573396,133.30941,2.924,FALSE POSITIVE,248.0,0.12183333333333334
3240158,Kepler-769 b,7.42608123,139.90039,3.6379,CONFIRMED,443.3,0.15157916666666668
3240158,Kepler-769 c,15.9868932,137.5964,4.158,CONFIRMED,178.5,0.17325000000000002
3228959,,0.73094589,133.68876,4.32,FALSE POSITIVE,250.2,0.18000000000000002
3218908,Kepler-770 b,18.92537246,149.49558,3.9835,CONFIRMED,640.9,0.16597916666666665
10341913,,0.933749106,134.31831,4.256,FALSE POSITIVE,186.2,0.17733333333333334
10480921,,2.037440623,133.59962,3.442,FALSE POSITIVE,118.6,0.14341666666666666
10287723,,129995.7784,393.59962,9.408,CANDIDATE,1474.9,0.39199999999999996
10350571,Kepler-784 b,31.5925809,142.9649,13.566,CONFIRMED,145.1,0.56525
10350571,Kepler-784 c,17.157236,133.68951,11.284,CONFIRMED,110.4,0.4701666666666667
3749365,Kepler-785 b,1.97376085,178.6894194,1.82542,CONFIRMED,30222.4,0.07605916666666666
11013201,,13.118962443,261.539434,4.3045,CANDIDATE,372.2,0.17935416666666668
11673674,,4.618767792,133.386535,5.9957,FALSE POSITIVE,4399.1,0.24982083333333335
11013201,,7.82187328,123.49907,3.8417,CANDIDATE,42.2,0.16007083333333333
9414417,,53.5057611,172.98304,10.5616,CANDIDATE,195.6,0.44006666666666666
3632418,Kepler-21 b,2.785821236,260.83731,3.5599,CONFIRMED,68.9,0.14832916666666665
3441784,,52.56901867,184.971267,6.7507,FALSE POSITIVE,26900.0,0.2812791666666667
5820218,,3.411758679,133.18086,3.158,FALSE POSITIVE,570.6,0.13158333333333333
5876368,,0.525426427,133.187901,1.0801,FALSE POSITIVE,324.6,0.04500416666666667
5809890,Kepler-755 b,1.269091415,133.343682,1.4647,CONFIRMED,340.9,0.06102916666666666
5809890,Kepler-755 c,2.853133997,133.79678,1.465,CONFIRMED,277.1,0.06104166666666667
6131236,Kepler-1734 b,6.79685353,138.11324,3.1702,CONFIRMED,393.1,0.13209166666666666
9048161,,8.667822346,137.341841,4.9658,FALSE POSITIVE,2121.9,0.20690833333333333
3218908,Kepler-770 c,1.475323222,131.83272,2.3155,CONFIRMED,154.9,0.09647916666666667
3218908,Kepler-770 d,4.15246118,134.57991,2.5755,CONFIRMED,223.4,0.10731249999999999
3235672,,6.7210783,134.7775984,7.46,FALSE POSITIVE,,0.31083333333333335
2837111,Kepler-771 b,8.7348852,135.0818,4.49,CONFIRMED,270.7,0.18708333333333335
3120276,,10.26547688,136.49663,3.733,FALSE POSITIVE,399.6,0.15554166666666666
2307199,,13.4471791,132.830555,3.0454,CANDIDATE,1428.2,0.12689166666666665
3547091,,3.305577989,180.68154,2.5903,FALSE POSITIVE,17971.0,0.10792916666666667
3869825,,4.800653901,134.365782,9.0419,FALSE POSITIVE,15304.4,0.37674583333333334
3655332,,15.06649901,140.654788,5.9885,FALSE POSITIVE,36348.0,0.24952083333333333
4042026,,34.82008158,163.015559,11.1711,FALSE POSITIVE,18847.8,0.46546249999999995
3344419,,0.651784374,133.111707,2.0141,FALSE POSITIVE,2779.3,0.08392083333333333
11192141,,1.353771892,261.43662,7.012,FALSE POSITIVE,1349.1,0.29216666666666663
11494130,,18.95491633,262.46677,24.249,FALSE POSITIVE,867.5,1.010375
5648449,,4.348866254,262.72768,3.2797,FALSE POSITIVE,625.6,0.13665416666666666
12167361,,47.93094546,179.096467,2.6897,FALSE POSITIVE,2144.4,0.11207083333333334
8607720,,3.99751422,261.7243,3.686,FALSE POSITIVE,32.8,0.15358333333333332
1433962,,1.592633181,133.9243804,5.5605,FALSE POSITIVE,633.1,0.23168750000000002
9032900,,67.5923754,151.75056,12.249,CONFIRMED,4158.1,0.510375
5956342,Kepler-265 c,17.02902786,143.33395,4.645,CONFIRMED,568.9,0.19354166666666664
5956342,Kepler-265 b,6.84619236,132.17265,3.529,CONFIRMED,246.8,0.14704166666666665
5956342,Kepler-265 e,67.8321638,125.881,7.358,CONFIRMED,507.8,0.3065833333333333
5956342,Kepler-265 d,43.1312147,166.26105,3.198,CONFIRMED,447.8,0.13325
5956656,Kepler-756 b,1.224866441,133.20824,1.7086,CONFIRMED,196.0,0.07119166666666667
3109930,Kepler-1736 b,37.8102649,158.35799,8.733,CONFIRMED,570.3,0.363875
2854914,Kepler-268 b,25.93406406,149.76273,4.6142,CONFIRMED,414.5,0.19225833333333334
2854914,Kepler-268 c,83.4463485,158.68061,6.536,CONFIRMED,503.0,0.2723333333333333
3337425,,7.04710032,139.79737,2.926,FALSE POSITIVE,400.9,0.12191666666666667
3116412,Kepler-772 b,12.99204853,136.32016,6.0175,CONFIRMED,270.6,0.25072916666666667
3865567,,11.11620211,133.100575,4.211,FALSE POSITIVE,4843.9,0.17545833333333336
3544689,,1.922861499,134.658644,3.5734,FALSE POSITIVE,1916.2,0.14889166666666667
4037164,,0.635445336,134.184037,1.8592,FALSE POSITIVE,2547.4,0.07746666666666667
3443790,,1.665784138,133.863028,1.8946,FALSE POSITIVE,2006.2,0.07894166666666667
3966912,,55.6639167,156.35017,23.546,FALSE POSITIVE,3414.4,0.9810833333333333
8394721,Kepler-79 d,52.09081627,158.744665,8.6388,CONFIRMED,2894.1,0.35995
11607193,,7.1548608,266.04847,7.694,FALSE POSITIVE,780.4,0.32058333333333333
1161345,Kepler-1973 b,4.28746668,262.06245,1.5693,CONFIRMED,790.1,0.0653875
10227501,,2.002779769,261.95791,2.231,FALSE POSITIVE,260.5,0.09295833333333332
2854698,Kepler-260 b,8.18739443,260.86931,3.0472,CONFIRMED,517.6,0.12696666666666667
2854698,Kepler-260 c,76.0498163,161.71445,7.158,CONFIRMED,445.9,0.29825
8559644,Kepler-111 b,3.341799486,141.35472,2.9254,CONFIRMED,178.2,0.12189166666666666
6032981,,3.3226948,134.444,3.568,FALSE POSITIVE,78.7,0.14866666666666667
5866099,,36.97708808,133.62681,4.737,FALSE POSITIVE,1269.9,0.197375
5964985,,1.851409163,133.17995,10.232,FALSE POSITIVE,232.5,0.4263333333333333
6066416,,1.303859704,134.21201,2.8239,FALSE POSITIVE,36.7,0.1176625
1996679,,145.5624926,146.0588,5.4126,FALSE POSITIVE,2931.6,0.225525
2849805,Kepler-773 b,3.749105745,135.10837,1.9826,CONFIRMED,182.6,0.08260833333333333
3114811,Kepler-774 b,11.08956602,141.76142,6.2877,CONFIRMED,148.1,0.2619875
2853446,,7.37290344,137.60991,2.172,CANDIDATE,205.2,0.09050000000000001
3003992,,7.24476126,139.10497,2.3145,FALSE POSITIVE,58.0,0.0964375
3942446,,119.0624882,149.22223,3.1188,CANDIDATE,5372.3,0.12994999999999998
3554031,Kepler-415 c,8.70798309,363.05638,2.4904,CONFIRMED,1419.6,0.10376666666666667
3554031,,14.8623076,354.57297,3.161,CANDIDATE,840.0,0.13170833333333334
3554031,Kepler-415 b,4.17634276,352.99674,2.335,CONFIRMED,531.5,0.09729166666666667
8394721,Kepler-79 c,27.40229859,133.6284,6.8491,CONFIRMED,747.5,0.2853791666666667
7295235,Kepler-743 b,3.179267286,261.841607,1.0246,CONFIRMED,200.9,0.04269166666666666
2302548,Kepler-261 b,10.38122447,268.02421,2.715,CONFIRMED,801.5,0.11312499999999999
2302548,Kepler-261 c,24.5709023,135.87209,3.587,CONFIRMED,764.2,0.14945833333333333
10743597,,81.221876,184.26164,4.1135,FALSE POSITIVE,9883.0,0.17139583333333333
10743597,,0.817026268,132.835239,2.0799,FALSE POSITIVE,1145.5,0.08666249999999999
9818381,Kepler-43 b,3.024092505,132.4168573,2.8021,CONFIRMED,7765.0,0.11675416666666666
6124941,,5.670155713,136.201739,0.9361,FALSE POSITIVE,536.7,0.039004166666666666
6060203,Kepler-757 b,1.022678654,133.45422,1.3712,CONFIRMED,129.2,0.057133333333333335
5880320,Kepler-758 b,12.10968709,140.21258,6.3461,CONFIRMED,284.7,0.2644208333333333
5880320,Kepler-758 c,4.75796103,137.69636,4.66,CONFIRMED,124.5,0.19416666666666668
5880320,Kepler-758 d,20.4972755,147.43894,8.536,CONFIRMED,242.9,0.35566666666666663
3003992,,13.55480534,139.81609,2.288,FALSE POSITIVE,48.3,0.09533333333333333
6307537,,29.74454668,172.386652,23.2842,FALSE POSITIVE,66894.0,0.9701749999999999
6359798,,14.15402428,140.698466,4.47001,FALSE POSITIVE,61625.1,0.18625041666666667
6311681,,0.844786082,134.216987,3.5289,FALSE POSITIVE,2468.5,0.14703750000000002
6365321,,0.848483947,133.585301,1.4451,FALSE POSITIVE,1907.4,0.0602125
6301035,,11.99097576,143.28437,5.7401,FALSE POSITIVE,2124.3,0.23917083333333333
3859079,Kepler-786 b,53.5292702,147.86464,5.668,CONFIRMED,1086.1,0.23616666666666666
3557493,,0.393726813,133.310396,2.95,FALSE POSITIVE,564.6,0.12291666666666667
4061149,Kepler-1741 b,2.757584622,133.05017,0.9267,CONFIRMED,563.1,0.0386125
3444588,Kepler-787 b,0.928310036,133.80358,1.1899,CONFIRMED,376.2,0.04957916666666667
8394721,Kepler-79 b,13.48457668,136.61808,5.0197,CONFIRMED,653.5,0.20915416666666667
3962243,Kepler-276 c,31.8841473,160.20696,6.122,CONFIRMED,910.0,0.25508333333333333
10743597,,16.15811112,143.00233,6.049,CANDIDATE,2319.8,0.25204166666666666
10015516,,67.69213907,138.534171,51.349,FALSE POSITIVE,25457.2,2.1395416666666667
10154388,Kepler-744 b,12.06222962,138.22229,2.0584,CONFIRMED,300.2,0.08576666666666666
1432789,Kepler-745 b,9.93146307,136.49128,5.678,CONFIRMED,398.6,0.23658333333333334
1718189,Kepler-262 c,21.85362905,144.32031,3.439,CONFIRMED,355.6,0.14329166666666668
5880320,Kepler-758 e,8.19345065,138.99617,5.234,CONFIRMED,115.4,0.21808333333333332
5130369,,19.97867,137.17061,10.168,FALSE POSITIVE,944.3,0.42366666666666664
6037187,Kepler-759 b,41.8059544,142.81919,6.057,CONFIRMED,434.4,0.252375
6147122,,15.45158184,142.21096,2.406,FALSE POSITIVE,85.3,0.10025
8257407,,89.698168533,176.3060152,5.5418,FALSE POSITIVE,273106.0,0.23090833333333335
8218274,,1.187352427,133.465454,4.999,FALSE POSITIVE,20703.0,0.20829166666666665
3964562,,3.012476582,135.259271,3.1424,FALSE POSITIVE,1138.5,0.13093333333333332
5735762,Kepler-48 b,4.77800306,124.061465,2.7361,CONFIRMED,473.0,0.11400416666666667
6292162,,7.814839231,357.519981,3.0122,FALSE POSITIVE,2010.3,0.12550833333333333
6307521,,29.7452499,157.38519,22.695,FALSE POSITIVE,778.9,0.945625
6359320,Kepler-269 b,5.32667299,357.12617,3.4045,CONFIRMED,611.4,0.14185416666666667
3848972,,0.741057213,131.947273,1.05299,FALSE POSITIVE,1996.3,0.043874583333333335
3860441,,2.988085455,133.27252,3.68,FALSE POSITIVE,802.8,0.15333333333333335
3765771,,2.783883492,133.227846,2.4546,FALSE POSITIVE,903.9,0.102275
3557341,,0.393727296,178.587454,3.02,FALSE POSITIVE,903.5,0.12583333333333332
3859628,Kepler-1740 b,8.17242644,361.20157,3.902,CONFIRMED,864.3,0.16258333333333333
3644071,,1295.362215,176.10646,28.297,CANDIDATE,8708.0,1.1790416666666668
1718189,Kepler-262 b,13.0607936,137.63148,3.215,CONFIRMED,236.6,0.13395833333333332
1431122,,4.2989201,132.86187,2.747,CANDIDATE,237.6,0.11445833333333333
3858949,,25.9518461,154.88212,14.581,FALSE POSITIVE,1058.5,0.6075416666666666
3858824,,25.9518536,154.88278,14.755,FALSE POSITIVE,2017.9,0.6147916666666667
2157247,,5.68628739,135.89269,17.573,FALSE POSITIVE,5559.7,0.7322083333333333
7601633,,15.663886949,147.395712,2.4775,FALSE POSITIVE,5144.4,0.10322916666666666
8242681,,4.020628573,133.638478,4.4085,FALSE POSITIVE,20901.0,0.1836875
8260218,,5.714817603,355.00831,3.14126,CANDIDATE,12294.8,0.13088583333333334
8246781,,185.02288222,273.185533,4.87326,FALSE POSITIVE,43546.7,0.2030525
8264070,,2.897432135,450.75739,3.1793,FALSE POSITIVE,1223.7,0.13247083333333334
8222813,Kepler-760 b,8.70420525,357.55941,2.9385,CONFIRMED,1074.9,0.12243749999999999
6359320,Kepler-269 c,8.1280933,358.68367,3.727,CONFIRMED,224.1,0.15529166666666666
6359320,,2.83668931,353.81531,3.031,CANDIDATE,166.1,0.12629166666666666
6362874,Kepler-775 b,0.974868896,133.076265,1.6191,CONFIRMED,197.6,0.0674625
6272413,Kepler-776 b,4.89721006,133.39852,1.812,CONFIRMED,274.4,0.0755
8279765,,2.757794163,135.232863,2.7644,FALSE POSITIVE,39043.0,0.11518333333333335
8330548,,1.914158508,134.644919,3.2917,FALSE POSITIVE,7829.2,0.13715416666666666
3348082,,3.98216698,135.52749,2.396,FALSE POSITIVE,381.3,0.09983333333333333
3853673,,0.643794198,133.984483,1.5662,FALSE POSITIVE,456.7,0.06525833333333333
3447722,Kepler-275 c,16.08832318,139.49184,5.731,CONFIRMED,597.8,0.23879166666666665
3447722,Kepler-275 b,10.30067919,142.74251,4.885,CONFIRMED,271.8,0.20354166666666665
3447722,Kepler-275 d,35.6757453,145.00717,7.381,CONFIRMED,471.2,0.30754166666666666
3447722,,1.00861677,132.109479,0.91,CANDIDATE,,0.03791666666666667
1432214,,161.78832712,214.039,5.31,FALSE POSITIVE,87750.0,0.22124999999999997
2165002,Kepler-263 b,16.56806842,146.15285,4.2647,CONFIRMED,1331.4,0.17769583333333336
2165002,Kepler-263 c,47.3329299,151.41614,2.708,CONFIRMED,931.5,0.11283333333333334
2441728,,0.856895349,133.67521,1.3078,FALSE POSITIVE,82.2,0.05449166666666667
1871056,Kepler-264 b,40.8065333,155.71586,13.135,CONFIRMED,313.9,0.5472916666666666
8222813,Kepler-760 c,2.46697039,354.93093,1.6345,CONFIRMED,308.7,0.06810416666666667
12105051,,2.624234833,132.304988,1.3874,CANDIDATE,2607.0,0.05780833333333333
8240904,Kepler-266 b,6.61836309,360.36694,3.6813,CONFIRMED,549.1,0.15338749999999998
8240904,Kepler-266 c,107.7214092,354.19522,8.042,CONFIRMED,1396.2,0.33508333333333334
8240904,,92.77779,367.6112,6.64,CANDIDATE,359.0,0.27666666666666667
8374494,,5.251916208,357.321883,4.9095,FALSE POSITIVE,10624.3,0.2045625
5735762,Kepler-48 c,9.673958488,125.339418,3.2641,CONFIRMED,952.7,0.13600416666666668
8414907,,100.3039228,277.0607,8.702,FALSE POSITIVE,5450.0,0.3625833333333333
8414907,,200.61103346,456.84444,7.13,FALSE POSITIVE,,0.2970833333333333
8397446,,0.986620248,448.5959,3.9722,FALSE POSITIVE,1345.8,0.16550833333333334
8386035,,1.63484631,134.512115,6.11,FALSE POSITIVE,,0.25458333333333333
3962243,Kepler-276 b,14.12847677,142.8971,3.685,CONFIRMED,628.7,0.15354166666666666
3962243,Kepler-276 d,48.6478543,172.1271,5.464,CONFIRMED,641.8,0.22766666666666668
3438507,Kepler-788 b,8.39842977,136.31152,6.344,CONFIRMED,340.1,0.26433333333333336
3869014,Kepler-789 b,8.63847391,139.94684,5.4566,CONFIRMED,395.9,0.22735833333333333
